default,student,balance,income
No,No,1216.20231,43656.129
No,No,1184.89963,53896.902
No,No,1416.06555,40371.285
No,No,431.94274,46658.014
No,Yes,521.03307,16887.160
No,Yes,806.99611,15964.997
No,No,775.44393,33781.781
No,No,942.27991,24683.381
No,Yes,1261.25714,26085.076
No,No,509.37089,39546.473
No,No,1389.38645,39707.990
Yes,Yes,1836.16176,18944.808
No,No,196.48299,41972.985
No,No,1348.88887,40548.753
No,No,661.60203,43157.119
No,No,718.98672,21044.674
No,No,451.12932,39849.713
No,Yes,114.41824,12540.907
No,Yes,889.01231,10382.937
No,No,1046.13532,47218.817
No,Yes,1263.87483,18520.064
No,No,1109.03463,29759.636
No,No,698.40538,33265.436
No,No,1328.96713,51721.372
No,Yes,1199.80924,19538.027
No,No,1261.77845,26767.923
No,No,605.36569,39002.230
No,No,550.63989,35648.391
No,No,894.27510,36513.539
No,No,1163.53457,46173.768
No,Yes,1061.75509,17502.820
No,Yes,1204.54963,19058.985
No,No,1666.41562,18916.375
No,No,412.90206,49060.924
No,No,595.06597,29842.886
No,Yes,836.00577,7404.716
No,No,178.15452,28785.962
No,Yes,627.64532,17868.445
No,No,1004.25510,36895.866
No,No,1195.39957,34333.930
No,No,515.63564,51072.847
No,No,1242.11038,37980.758
No,Yes,153.26104,14027.791
No,No,1086.74029,42451.993
No,No,280.95905,29998.857
No,No,955.88141,48657.790
No,No,1093.28226,18844.250
No,No,734.08795,22342.550
No,No,793.82939,45089.552
No,Yes,410.49619,25838.197
No,Yes,677.65320,18930.077
No,No,814.55387,39148.558
No,No,800.17735,43547.398
No,Yes,300.79550,19673.674
Yes,Yes,1748.68085,13715.424
No,No,0.00000,54901.822
Yes,No,1807.68449,42308.954
No,No,833.07056,36330.262
No,No,794.46433,32431.821
No,No,631.59801,46841.111
No,No,108.24945,45264.565
No,No,1040.39643,41395.288
No,Yes,1207.05248,24747.890
No,No,67.23044,45751.448
No,No,438.39890,40576.742
No,No,708.57979,21728.820
No,No,775.40221,41857.578
No,No,0.00000,49459.275
No,No,610.50674,52124.234
No,No,845.34326,34216.754
No,No,181.91978,37725.247
No,No,272.98784,63566.366
No,No,805.09633,40236.900
No,No,226.85570,33014.893
No,No,0.00000,39576.435
No,No,691.92883,23957.715
No,No,1674.19783,54658.074
No,Yes,715.71742,27285.333
No,No,339.43343,44889.875
No,Yes,767.33713,21979.647
No,No,1088.48810,38171.372
No,No,28.56739,35414.578
No,Yes,792.57756,21347.273
No,Yes,1093.11502,22593.082
No,No,408.48925,35984.562
No,No,1214.83097,38224.962
No,Yes,850.15989,26764.292
No,Yes,1078.66296,25945.179
No,No,403.64645,55458.891
No,No,1378.16989,48152.988
No,No,306.99520,43504.305
No,No,1569.38084,42414.625
No,Yes,1377.26968,17077.242
No,Yes,656.37906,26578.884
No,Yes,1654.63273,23687.357
No,No,702.08475,47811.758
No,No,1110.06062,40236.501
No,Yes,718.21175,18788.748
No,No,737.15043,50544.784
No,No,672.38005,40236.873
No,No,1298.00276,42219.911
No,No,489.39937,37338.583
No,Yes,636.10427,20763.828
No,Yes,1406.79983,16686.628
No,No,997.80984,50287.874
No,No,0.00000,49792.757
No,Yes,691.22474,16872.152
No,No,485.86891,14213.706
No,No,730.17968,42685.185
No,No,152.11951,41847.232
No,Yes,1105.92557,13126.214
No,No,0.00000,47592.728
No,No,815.73767,48788.103
No,No,568.62989,28122.594
No,No,589.94442,24854.605
No,No,1139.56717,36363.625
No,Yes,344.52290,21341.654
Yes,No,2005.57513,36636.009
No,No,1391.03381,51881.819
No,No,1338.88460,32500.585
No,No,78.78255,37605.453
No,No,764.64518,49100.948
No,No,602.61688,56017.128
No,No,834.69006,42468.914
No,No,1391.51659,30152.804
Yes,No,1823.75143,53526.356
No,No,1010.07076,39456.908
No,Yes,1069.80034,14736.147
No,No,1116.06577,37074.061
No,No,428.40228,36340.651
No,No,147.48858,44482.269
No,Yes,689.51920,15600.047
No,No,939.42072,55360.033
No,Yes,591.14027,19937.023
No,No,1139.26436,41869.319
No,No,500.64925,31353.750
No,No,1109.40862,64213.192
No,Yes,733.92845,28105.606
No,No,687.95679,40354.216
No,No,118.59845,35974.764
No,No,0.00000,42009.042
No,No,634.86504,49681.225
No,No,615.47125,38161.656
No,No,457.95774,36211.195
No,Yes,854.14936,12843.437
No,No,770.95452,42673.993
No,Yes,0.00000,24283.336
No,No,58.44390,44838.695
Yes,Yes,1893.66433,21526.351
No,No,768.04363,35951.125
No,No,336.24242,46279.526
No,No,852.97134,42773.771
No,Yes,1300.70792,13675.520
No,No,743.51608,33764.572
No,No,293.45236,38528.447
No,Yes,1472.94846,23877.593
No,No,756.16013,52778.054
No,No,465.49560,42358.162
No,Yes,1041.43874,24847.881
No,No,709.73829,46363.344
No,No,427.11769,34193.161
No,No,612.22578,60323.357
No,No,1322.15285,47892.890
No,No,673.74768,25013.063
Yes,No,1135.04735,48982.226
No,Yes,509.61294,21928.911
No,No,113.66902,38513.332
No,Yes,560.43176,24511.210
No,No,1163.73601,32467.748
No,No,133.50891,49516.341
No,No,897.42027,36296.748
No,Yes,793.56278,13446.056
No,No,942.78685,27736.645
No,No,953.80701,40908.406
No,No,814.24368,29631.110
No,No,1387.70447,26863.172
No,Yes,601.34572,15897.138
No,No,656.52270,34229.374
No,Yes,1790.54409,21938.209
Yes,Yes,1925.98279,17763.350
No,No,0.00000,16834.803
No,No,310.11864,31445.771
No,Yes,956.72039,14464.807
No,No,205.17320,47284.254
No,Yes,1572.80378,24557.352
No,Yes,1455.68418,14822.833
No,Yes,1011.45881,28316.758
No,No,413.59901,31466.221
No,Yes,0.00000,19281.715
No,No,377.19385,41901.847
No,No,0.00000,51480.387
No,Yes,0.00000,13407.759
No,Yes,527.05609,22986.284
No,Yes,1470.33083,15752.682
No,No,776.56836,54662.516
No,No,1096.20367,41016.218
No,No,130.45291,46094.077
No,No,1331.60731,27665.675
No,Yes,598.08183,12385.824
No,No,177.01087,53545.015
No,No,937.03305,27174.527
No,No,0.00000,46581.362
No,Yes,970.21073,19245.198
No,No,268.87949,48006.150
No,Yes,708.97783,15968.917
No,No,596.00918,32983.544
Yes,Yes,1944.67746,13026.047
No,Yes,1805.29307,10405.427
No,No,405.38804,28493.351
No,No,849.12901,26970.736
No,No,988.40772,32458.769
Yes,Yes,2261.84816,20030.165
No,No,1221.59976,40865.313
No,No,1057.35640,45099.092
No,Yes,292.30002,17321.227
No,Yes,940.07973,18581.577
No,No,368.19693,32107.679
No,No,703.38601,38419.414
No,No,1018.22126,39893.303
No,No,240.22561,25042.402
No,Yes,446.63485,18309.791
No,No,1277.79338,35620.156
No,No,519.58403,30546.864
No,No,933.52120,40378.423
No,Yes,1074.57787,18574.354
No,Yes,1697.75399,19021.068
No,No,1240.66471,46148.197
No,No,573.58480,54427.921
No,No,486.05701,54794.392
No,No,455.34842,41378.997
No,No,1110.43993,39311.535
No,No,1225.06555,49090.369
No,No,286.25824,28838.321
No,No,1444.63048,40364.556
No,No,1031.04459,38199.047
No,Yes,382.00328,19951.722
No,No,1337.31327,41529.552
No,No,463.90181,39626.769
No,No,948.77798,24094.786
No,No,626.51614,49207.001
No,No,350.07156,45354.746
Yes,Yes,1492.96342,11054.068
No,No,847.63590,33199.375
No,No,241.94074,47843.080
No,No,616.53868,31925.183
No,No,733.41485,36724.893
No,No,1100.97288,50237.258
No,No,665.62783,55093.382
No,No,174.93548,55044.370
No,No,124.22730,51265.546
No,No,344.54501,38463.685
No,No,954.94827,42963.662
No,No,1629.32594,44911.644
No,No,913.04492,31841.635
No,No,1306.84302,49036.742
No,Yes,2308.89324,19110.266
No,No,1042.42039,58234.766
No,No,1264.87563,44359.061
No,Yes,1348.64546,21789.382
No,No,1256.89229,23100.009
No,No,1046.63155,45717.628
No,No,0.00000,22535.506
No,No,432.65543,22986.932
No,No,563.15019,43028.597
No,No,721.09343,41411.144
No,No,741.59276,24393.316
No,No,1071.30535,19529.035
No,Yes,1589.63860,22541.892
No,No,1194.59758,38222.506
No,No,269.58792,38650.346
No,Yes,455.59903,20549.135
No,Yes,795.54079,10257.672
No,No,595.36880,31418.816
No,Yes,539.83479,13119.686
Yes,No,1322.72398,23229.909
No,No,1267.29579,36784.837
No,No,1091.99974,34704.512
No,Yes,951.78555,14354.635
No,Yes,559.49830,16994.579
No,Yes,1222.14133,9080.146
No,Yes,1026.10450,20991.396
No,No,1140.59421,25116.668
No,No,556.44484,39707.109
No,Yes,306.61077,11511.884
No,No,1271.25099,42533.268
No,No,333.07271,61508.757
No,No,1174.51951,23942.206
No,No,473.96144,35133.070
Yes,Yes,1724.96323,22170.687
No,Yes,1056.77065,14194.659
No,No,841.73466,38023.331
No,No,590.87817,52977.642
No,Yes,1070.66636,19312.841
No,No,914.97238,52871.324
No,No,1130.51290,35071.673
Yes,No,1706.95684,21738.796
No,No,839.32551,43909.004
No,Yes,330.93611,21272.307
No,Yes,762.58502,24738.118
No,No,986.81817,32386.162
No,No,916.07300,42201.821
No,No,1263.67679,25695.481
No,No,0.00000,42118.197
No,No,441.00879,47707.125
No,No,349.05441,46698.027
No,No,423.98547,37979.785
No,Yes,1295.02971,21717.470
No,No,681.72448,31153.638
No,No,1153.02131,20586.278
No,No,1470.34259,26136.744
No,Yes,1040.87331,12177.039
No,No,1007.26868,28245.320
No,No,667.14458,44863.069
No,Yes,634.67997,17023.683
No,No,298.70452,39599.662
No,No,909.48422,48358.441
Yes,Yes,1737.53781,20974.035
No,No,203.26382,46518.132
No,Yes,0.00000,19750.396
No,Yes,1889.67832,14756.900
Yes,No,1558.46347,41648.326
No,No,1201.92754,45382.614
No,No,1051.60441,47529.217
No,No,641.52538,18350.733
No,No,883.90707,41668.106
No,Yes,953.80905,18241.741
No,Yes,1168.89555,14970.870
No,No,431.33074,58551.893
No,Yes,1291.91526,17910.065
No,Yes,335.35795,5118.746
No,No,30.82445,35960.606
No,Yes,1119.23757,15214.116
Yes,Yes,1812.08000,17962.270
No,No,385.69084,44650.783
No,Yes,651.55000,17743.066
No,No,1717.49503,38791.058
No,Yes,1181.51322,11784.802
No,No,745.27951,34704.620
No,Yes,1453.30975,15183.729
No,Yes,1333.09747,29363.972
No,Yes,571.88636,15632.769
No,No,494.65323,40377.668
No,No,163.58261,58220.780
No,Yes,1371.46837,24248.552
No,No,1129.20266,40688.636
No,No,0.00000,53663.167
No,No,84.85655,53760.465
No,No,681.45124,48892.525
No,Yes,1366.47753,11268.774
No,No,82.08846,27357.600
No,No,602.99623,33888.409
No,No,176.32320,54798.699
No,Yes,713.79916,20676.905
No,No,137.72462,44747.328
No,No,159.97347,30567.801
Yes,Yes,1956.92391,15574.390
No,No,183.57638,51149.282
No,No,975.33548,50751.039
No,No,0.00000,44216.929
No,No,424.28580,35675.741
No,No,1477.66921,42011.808
No,Yes,1211.36365,14186.389
No,No,903.54930,46971.562
No,Yes,1076.23359,18096.701
No,No,988.66782,28486.340
No,No,1311.08880,32797.990
No,No,0.00000,40056.693
No,No,289.32991,45559.176
No,No,22.53718,59536.276
No,Yes,287.60741,24440.225
No,No,25.82837,22720.095
No,Yes,725.79337,23202.964
No,Yes,1137.02832,25117.763
No,No,1335.11555,30115.155
No,No,1193.67697,34360.910
No,Yes,0.00000,18162.770
No,No,1047.72339,45181.749
No,No,0.00000,48271.870
No,No,327.32251,29816.380
No,No,771.68292,38854.242
No,Yes,873.67865,17655.710
No,No,974.90779,36763.146
No,No,309.82400,28139.626
No,No,286.85233,18402.165
No,No,509.85225,49345.426
No,Yes,840.33869,21097.370
No,No,223.68692,23513.295
No,No,1407.22457,22806.848
No,No,1178.98263,45545.168
No,No,1298.48482,39143.292
No,No,627.35335,37616.466
No,No,907.16978,27631.568
No,No,872.15184,40524.339
No,No,620.32036,52536.777
No,No,380.33311,30890.074
No,No,1073.16853,51668.961
No,No,883.23375,32310.745
No,Yes,1558.21783,7364.830
Yes,No,2023.73360,32094.628
No,Yes,803.96110,13172.871
No,No,1060.20471,27870.155
No,No,869.85454,33589.140
No,Yes,1306.48303,13984.785
No,No,1597.89874,36524.716
No,No,1351.96247,43630.037
No,No,0.00000,29475.381
No,No,442.59092,38947.354
No,Yes,963.20120,15938.066
No,No,1063.79709,41157.357
No,No,214.41156,42758.813
No,No,1258.57640,33571.145
No,No,506.62715,49068.871
No,No,38.40779,38702.102
No,No,1237.54740,37387.154
No,No,0.00000,47437.512
No,No,555.66529,46584.731
No,No,747.93752,44030.461
No,Yes,1000.62177,17223.638
No,No,773.67295,40427.742
No,No,744.76620,35067.644
No,No,953.12336,51257.144
No,No,998.37577,37816.844
No,Yes,1098.95569,21025.927
No,No,521.68735,48700.153
No,No,82.73039,27627.224
No,No,219.11500,31490.533
No,No,276.37983,38721.868
No,Yes,1180.36382,24063.313
No,No,620.91860,39099.308
No,No,414.85756,38030.825
No,No,1389.89056,48689.730
No,Yes,703.01190,21411.930
No,No,493.54942,52241.922
No,Yes,1351.41154,14003.476
No,Yes,461.78276,17609.831
No,No,143.10226,44846.901
No,No,1280.00323,30274.336
No,Yes,1764.68273,17995.729
Yes,No,1648.47402,55548.254
No,No,0.00000,37409.003
No,No,610.59775,22635.066
No,No,355.14859,55634.331
No,Yes,472.51110,19903.892
No,No,786.01391,52693.944
No,No,772.73207,47161.277
No,No,751.29722,25013.614
No,No,1433.71078,42798.566
No,No,1037.00860,36622.792
No,Yes,1827.13495,19616.010
No,No,764.50594,37869.214
No,No,589.54202,28237.821
No,No,754.12749,41341.803
No,No,911.92644,41249.282
No,No,311.91828,39694.484
No,Yes,933.28723,20694.588
Yes,No,1374.47471,35805.709
No,Yes,322.31195,10056.111
No,Yes,703.83877,19318.059
No,Yes,534.69291,18729.566
No,No,0.00000,26626.486
No,No,770.51990,44509.575
No,No,1015.72588,31820.941
No,No,421.14650,61655.348
No,No,1125.09140,33564.076
No,No,857.38082,28755.181
No,No,363.94146,46155.539
No,No,1157.77970,32219.832
No,No,993.30255,28501.856
No,Yes,403.45943,15333.876
Yes,Yes,2134.93449,20330.865
No,Yes,1234.94272,26919.116
No,Yes,805.10425,22174.029
No,No,0.00000,41933.096
No,Yes,157.51404,24506.187
No,No,257.89766,39477.032
No,No,1056.91506,53080.586
No,No,0.00000,48290.854
No,Yes,1730.29108,19446.676
No,No,694.50071,14150.914
No,No,1546.76053,32928.636
No,No,428.66531,45570.791
No,Yes,1764.53231,18148.524
No,Yes,1181.97970,17223.367
No,No,943.13239,30178.734
No,No,0.00000,41234.892
No,No,1087.19377,54961.288
No,No,14.82095,32320.266
No,No,0.00000,47207.051
No,No,836.01059,40178.935
No,No,1494.52114,42280.408
No,Yes,1318.52896,15821.152
No,No,431.12792,37772.805
No,No,1335.47357,45847.382
No,No,1141.44218,27914.402
No,No,795.11929,38710.381
No,No,1005.44409,40615.342
No,No,481.24016,49010.756
No,No,427.34014,27260.735
No,Yes,1157.59393,17996.903
No,No,890.21302,43643.582
No,Yes,1321.32916,20302.219
No,No,1167.94362,57256.007
No,Yes,1197.17095,10834.111
No,Yes,922.88536,22988.843
No,No,834.71189,28553.472
No,Yes,1264.58694,14649.155
No,No,1603.66522,25802.303
No,No,838.27607,55082.318
No,Yes,850.67728,21251.640
No,Yes,1508.30771,17645.305
No,No,1272.48058,34570.571
No,No,981.83980,23636.976
No,No,487.69502,46480.036
No,No,1046.41667,47598.307
No,No,1533.91726,42888.641
No,No,709.95357,37302.622
No,Yes,1610.01586,19649.484
No,Yes,645.68853,14211.147
No,No,377.71400,46729.333
No,No,994.99017,39315.956
No,No,1240.66574,57303.792
No,No,736.59061,37031.485
No,No,1201.23062,46478.151
No,Yes,647.36739,16897.790
No,No,1161.23993,52064.471
No,Yes,1521.91274,21370.794
No,No,805.52063,43383.707
No,No,1155.39955,34539.564
No,No,613.11114,38632.131
No,No,623.95768,46188.295
No,No,1000.90104,46469.103
No,Yes,807.74883,18760.345
No,No,1156.04021,38295.571
No,No,637.28346,32885.702
No,Yes,1241.69099,20105.068
No,No,741.19306,31104.004
No,No,1169.83411,39386.370
No,No,0.00000,35821.787
No,No,1088.30320,33673.361
No,Yes,0.00000,22187.966
No,No,608.94858,26463.375
No,Yes,431.30279,15606.246
No,No,512.65344,39631.695
No,Yes,1241.61642,12058.598
No,No,0.00000,53058.255
No,No,561.43375,37884.961
No,No,245.24428,35132.221
No,No,1081.06366,34138.324
No,No,492.32645,42317.242
No,No,1349.57175,50645.291
No,Yes,1150.43168,11666.990
No,No,357.86588,42499.032
No,No,331.10528,45104.815
No,Yes,1457.67337,20042.864
No,Yes,852.31395,15956.649
No,No,1378.94051,43998.141
No,Yes,1005.52151,22128.080
No,No,1420.99345,34126.422
No,No,570.29554,30615.331
No,Yes,1228.99037,17304.644
No,Yes,1142.93526,20942.003
No,No,759.34581,32066.707
No,No,846.68351,41651.216
Yes,No,2133.46421,28237.882
No,No,354.57437,30954.477
No,No,0.00000,46450.966
No,No,1051.40173,30072.749
No,No,0.00000,41371.661
No,No,887.46814,30563.770
No,No,688.10934,20098.593
No,No,1257.34063,40810.173
No,No,1175.81763,41447.585
No,No,0.00000,34838.439
No,No,608.55174,22555.509
No,No,0.00000,32608.489
Yes,Yes,2110.55686,19345.105
No,No,696.90017,38713.317
No,No,559.46858,61187.811
No,No,715.39292,49473.376
No,Yes,2026.86363,20469.929
No,Yes,1187.35889,24267.396
No,No,785.79067,42887.593
No,No,845.92037,42799.440
No,Yes,1032.67081,13901.119
No,No,861.27274,38111.033
No,No,1601.87795,27885.164
No,No,955.92702,10836.724
No,Yes,877.87980,18217.614
No,No,1043.75826,31523.687
No,Yes,1080.07153,11239.531
No,No,589.21790,47722.170
No,Yes,769.53124,23048.541
No,No,951.04753,33326.587
No,No,1189.15893,36223.871
No,No,1709.34429,35290.523
No,Yes,1402.55393,16607.564
No,No,250.87958,51662.228
No,No,681.41762,26426.229
No,No,1333.24866,39196.663
No,No,858.76113,29150.344
No,Yes,992.77624,14204.672
No,No,265.30228,32276.463
No,No,754.47758,31592.200
No,Yes,584.08123,24440.020
No,No,1175.23338,47684.461
No,No,1388.66415,31021.550
No,No,410.09927,37328.455
No,No,59.13250,34162.235
No,Yes,1939.71236,13836.986
No,No,886.14906,24466.125
No,No,770.99940,40990.621
No,Yes,306.41093,13594.188
No,No,1022.10164,37095.216
No,No,847.98404,24950.534
No,No,1596.22781,42993.577
No,Yes,1635.22294,8531.038
No,No,0.00000,45217.851
No,No,1306.79692,48799.512
No,No,932.95237,35858.189
No,Yes,1052.87514,13486.147
No,Yes,1304.63435,13496.880
No,Yes,2052.13346,13130.654
No,No,1216.72562,52377.849
No,No,526.47086,44241.566
No,No,153.44794,36813.199
No,No,905.64151,47271.349
No,No,1068.87396,41690.049
No,No,0.00000,30049.100
No,Yes,992.44002,14207.268
No,No,964.60256,36676.572
No,No,493.63543,43524.250
No,No,835.65644,44234.170
No,No,480.09309,57068.130
No,No,637.60187,52347.762
No,Yes,2134.01563,17897.647
No,No,1475.20723,42243.177
No,No,887.34329,55751.721
No,No,1376.30991,43234.140
No,No,1304.70088,45162.651
No,No,225.50610,54534.710
No,No,1261.26822,39984.530
No,Yes,30.58367,16246.573
No,Yes,437.03524,16261.208
No,No,922.63740,52205.507
No,No,412.74681,44650.078
No,No,693.10134,54492.748
No,Yes,915.46265,27283.320
No,Yes,1322.49281,22930.445
No,No,1610.08699,40498.998
No,No,1113.13426,27110.603
No,No,0.00000,47803.258
No,No,1163.14639,44424.826
No,No,924.29535,26397.597
Yes,Yes,1983.23447,25687.930
No,No,725.70059,49337.402
No,Yes,1030.49616,16662.732
No,Yes,1038.97702,13739.719
No,Yes,292.85741,15220.936
No,Yes,495.11391,14881.841
No,No,659.04041,47942.250
No,No,291.96814,48511.603
No,No,471.35652,45573.308
No,No,855.82238,56219.809
No,No,918.68178,48160.524
No,No,1251.32255,37881.821
Yes,No,1066.88408,44918.412
No,Yes,1427.12404,12553.887
No,Yes,1263.88006,12418.808
No,Yes,1128.14149,10159.242
No,No,694.39858,36570.425
No,Yes,805.39800,17902.579
No,No,519.51730,39704.693
No,Yes,1051.29716,16299.612
No,No,421.89690,37323.759
No,Yes,622.41372,13072.028
No,Yes,1005.26425,21394.124
No,Yes,537.49254,9421.715
No,Yes,189.99871,24716.956
No,No,309.86282,56100.054
No,No,969.44576,33411.801
No,Yes,775.58923,17030.579
No,No,1296.47474,48682.374
No,No,1037.15552,38490.385
No,No,978.65218,25742.120
No,No,965.04613,47987.320
No,Yes,816.04280,17894.794
No,Yes,716.18575,7997.623
No,No,1130.60888,43936.646
No,No,383.70490,41311.244
No,No,1008.15452,20326.592
No,No,652.81745,41161.857
No,Yes,1232.79474,16279.185
No,No,803.22440,52869.808
No,Yes,1443.43170,22693.658
No,Yes,1288.44856,21216.963
No,No,0.00000,43193.232
No,Yes,1053.33264,10212.502
No,Yes,744.78790,22343.097
No,No,412.68761,33923.458
No,No,943.40204,35281.728
No,No,1192.97403,39504.476
No,Yes,1071.51158,11082.063
No,No,1493.27047,41005.217
No,Yes,1132.83772,15703.025
No,Yes,597.48404,14796.750
No,Yes,792.97549,17346.171
No,No,1376.07540,22317.566
No,No,1060.01692,39757.438
No,No,532.32674,30851.278
No,No,0.00000,28711.757
No,Yes,894.12581,24670.119
No,No,906.43639,37309.682
No,No,0.00000,28727.120
No,No,506.42591,35333.182
No,Yes,943.50172,14123.704
No,Yes,0.00000,14874.800
No,No,442.48956,54996.843
No,Yes,380.96331,20117.830
No,No,961.99935,37073.192
Yes,No,1789.09339,48331.127
No,No,76.47609,27283.692
No,No,1067.13903,53995.730
No,No,0.00000,39592.437
No,No,253.13198,40973.647
No,No,1056.92835,55409.460
No,No,179.70007,37727.535
No,Yes,990.93576,18197.229
No,No,693.75372,36723.449
No,No,965.27682,37705.243
No,No,300.87621,51423.695
No,No,1265.04493,47297.723
No,No,558.67051,40335.611
No,No,1183.98331,53599.746
No,Yes,1165.84021,20495.159
No,Yes,1542.19123,17265.919
No,Yes,587.76776,22669.424
No,No,0.00000,31005.036
No,No,389.97669,27329.979
No,No,647.07590,55522.624
No,No,70.98316,40012.533
No,Yes,115.54536,12670.028
No,No,90.93345,42451.736
No,No,1230.42426,51716.740
No,No,201.55840,27924.847
No,Yes,1562.84616,10353.904
No,Yes,622.89521,11019.878
No,Yes,1142.12696,9184.733
No,Yes,1796.26764,21126.177
No,No,947.42397,38505.784
No,No,419.44058,34332.661
No,No,1660.82770,53754.201
No,No,391.24046,24972.246
No,No,613.43094,34745.007
No,Yes,1024.10881,18667.926
No,Yes,0.00000,25976.065
No,No,1252.95834,33876.189
No,No,708.83748,55675.760
No,No,266.64709,16515.308
No,Yes,1339.36361,19496.165
No,No,781.59534,49457.105
No,Yes,1021.37011,19032.509
No,No,948.49428,40739.860
No,Yes,1312.93378,20208.545
No,No,0.00000,50861.789
No,No,0.00000,24566.483
No,No,0.00000,30922.604
No,Yes,859.33696,13993.655
No,No,646.15767,45696.832
Yes,Yes,1707.91463,10591.717
No,No,133.67345,28492.400
No,Yes,80.59568,16145.638
No,Yes,631.60085,17845.074
No,No,1236.61791,40668.725
No,No,742.58337,40085.440
No,Yes,97.03146,12731.758
No,No,1054.22211,50900.243
No,No,959.60029,29850.212
No,No,1258.85228,33683.182
No,No,443.24647,36547.161
No,No,1605.10242,26126.329
No,No,0.00000,25964.844
No,No,832.64598,25106.375
No,Yes,443.53703,19632.175
No,No,817.43177,40088.051
No,No,881.66380,43725.998
No,No,1154.09427,48400.241
No,Yes,961.57556,9681.494
No,Yes,516.12196,17538.462
No,Yes,1357.41187,22572.790
No,No,1036.03059,35261.356
No,Yes,900.60934,17802.927
No,No,1516.32602,46393.265
No,Yes,1015.20453,22208.329
No,No,232.10574,40368.957
No,Yes,1082.28413,19451.816
No,No,682.43966,17992.971
No,Yes,1218.13888,18144.985
No,No,802.41314,47444.493
No,No,143.85490,38014.873
No,No,1087.46579,32908.527
No,Yes,895.75396,14753.297
No,No,660.28550,58956.513
No,Yes,630.97349,19087.175
No,Yes,1648.96603,15402.482
No,Yes,975.95560,18246.816
No,No,297.00538,22955.082
No,No,0.00000,47328.233
No,No,0.00000,32629.945
No,Yes,789.21489,18231.830
Yes,No,1804.03647,31318.296
No,No,1266.11387,29698.516
No,Yes,135.18764,20414.412
No,No,28.81374,36941.063
No,Yes,0.00000,15347.914
No,No,750.69900,49150.346
No,No,805.30512,57386.129
No,No,1093.80300,29573.238
No,No,483.96527,44335.958
No,Yes,1534.39488,19592.109
No,No,1349.18729,48013.690
No,No,158.57044,20575.465
No,Yes,172.46202,25850.383
No,No,1280.76286,53675.568
No,Yes,213.17328,22811.457
No,No,0.00000,32248.537
No,Yes,704.01365,13903.456
No,No,708.81398,38295.234
No,No,257.39638,49477.786
No,Yes,1188.74430,22867.071
No,No,0.00000,62886.709
No,No,1321.70389,45581.795
No,Yes,882.58197,17749.972
No,Yes,1418.13415,11964.425
No,No,1245.42221,36897.780
No,No,339.52927,58747.388
No,Yes,824.54783,29088.111
No,No,241.44269,30171.624
No,No,1510.79325,47684.239
No,No,396.64125,52174.954
No,Yes,1633.69780,15786.317
No,No,650.41834,47122.072
No,Yes,1382.43823,15680.610
No,No,613.48029,24367.861
No,No,1424.35122,37845.999
No,Yes,914.10818,19053.006
No,Yes,802.00893,15469.653
No,Yes,539.67490,18852.274
No,No,337.57600,52192.275
No,Yes,813.49484,16681.350
No,No,477.88212,39834.031
No,No,342.19160,32154.754
No,No,840.36578,45316.835
No,Yes,865.56559,16643.241
No,No,645.59164,44402.106
No,No,1755.38891,35031.532
No,No,498.74945,51690.063
No,No,587.78108,30859.636
No,Yes,824.61659,10062.576
No,No,0.00000,32660.725
No,Yes,880.80364,20436.439
No,No,917.12213,48227.819
No,Yes,789.71754,19280.544
No,No,763.85562,52938.035
No,Yes,1062.16651,17383.259
No,No,944.33257,44444.149
No,No,877.50142,25587.744
No,No,1344.10341,41417.346
Yes,Yes,1543.09958,18304.651
No,No,380.31745,38864.584
No,Yes,1176.89330,23634.816
No,No,733.19991,34524.919
No,No,348.99703,48942.026
No,Yes,1380.08753,19245.833
No,No,943.16572,40369.698
No,No,1248.88585,51897.395
No,No,713.22349,51107.860
No,No,834.23561,36721.862
No,No,0.00000,26200.038
No,No,1558.88386,37489.722
No,No,1362.18662,37736.750
No,No,1581.52150,45729.888
No,No,324.85497,39752.354
No,No,1112.73574,47527.126
No,No,379.59873,32578.436
No,No,1549.09815,26239.782
No,No,1489.41591,46732.768
No,No,548.20636,41647.727
No,No,561.96847,37637.005
No,No,595.48670,34470.418
No,No,267.51397,27364.865
No,Yes,1793.30319,21034.880
No,Yes,1773.15354,10177.867
No,No,618.86037,37333.334
No,No,205.64381,37766.494
No,No,1011.43154,36364.754
No,No,0.00000,38130.646
No,Yes,1154.43211,15221.172
No,No,292.51598,43705.379
No,Yes,1106.94628,19233.774
Yes,No,1665.95462,30070.135
No,Yes,968.67110,22212.741
No,No,797.24937,39928.588
No,Yes,636.89782,18620.239
No,Yes,1011.33485,14101.290
No,No,791.03522,47303.677
No,No,942.47475,36965.046
No,No,706.97428,46165.155
No,No,767.43481,55990.875
No,No,568.84367,37074.541
No,Yes,1271.56296,18999.617
No,No,938.93914,44280.786
No,No,1012.19420,34631.706
No,No,1355.49323,18935.512
No,No,912.04872,43486.957
No,No,289.59883,25724.771
Yes,Yes,2035.86156,14435.843
No,Yes,1602.17989,17858.068
No,Yes,0.00000,20067.810
No,Yes,1202.39071,14036.621
No,No,554.70765,28164.199
No,Yes,229.98872,2541.201
No,No,768.97915,35503.909
No,Yes,1211.04015,16898.129
No,No,0.00000,35648.381
No,No,0.00000,27537.735
No,Yes,859.93665,15966.717
No,No,0.00000,47556.301
No,Yes,1471.53839,14959.662
No,Yes,582.87387,17730.551
